13
0,0,0,0,0,0,1024,0,2,0,2,1024,0,0,0,0,#0
0,0,0,0,0,0,0,1024,0,2,4,1024,0,0,0,0,#4
0,2,4,2048,0,0,0,0,0,0,0,0,2,0,0,0,#2052
2,2,4,2048,0,0,0,0,0,0,2,0,0,0,0,0,#2052
0,4,4,2048,0,0,0,0,0,0,0,2,2,0,0,0,#2056
0,0,8,2048,0,2,0,0,0,0,0,2,0,0,0,2,#2064
0,0,8,2048,0,0,0,2,0,4,0,2,0,0,0,2,#2064
0,0,2,0,0,0,0,2048,0,0,0,2,0,4,8,4,#2068
0,0,2,0,0,0,0,2048,0,0,2,2,0,4,8,4,#2068
0,2,0,2,0,0,0,2048,0,0,0,4,0,4,8,4,#2072
0,0,0,0,0,0,0,2,2,2,0,2048,0,4,8,8,#2080
0,0,0,0,2,0,0,2,4,2048,0,0,4,16,0,0,#2100
0,0,0,0,4,0,0,0,4,2048,0,0,4,16,2,0,#2104
