15
0,0,0,0,2,0,1024,0,0,0,0,1024,0,0,2,0,#0
0,2,0,0,0,0,2,1024,0,0,0,1024,0,0,0,2,#0
0,0,2,0,0,0,0,0,0,0,0,2048,0,2,2,2,#2048
0,0,0,2,0,0,0,0,0,0,0,2048,0,2,4,2,#2052
2,0,0,0,0,0,0,0,2048,2,0,0,2,4,2,0,#2052
2,2,2,0,2048,4,0,0,2,0,0,0,0,0,0,2,#2052
4,2,0,0,2048,4,0,0,2,0,0,0,2,2,0,0,#2056
4,2,0,0,2048,4,0,0,4,2,0,0,0,0,2,0,#2060
4,2,0,0,2048,4,0,0,4,2,0,2,2,0,0,0,#2060
4,2,0,2,2048,4,0,0,4,2,2,0,2,0,0,0,#2060
4,4,0,0,2048,4,0,0,4,4,2,0,2,0,0,0,#2068
4,8,2,0,2048,4,0,0,4,0,0,0,2,0,0,2,#2076
4,8,2,0,2048,4,0,2,4,0,0,0,4,0,0,0,#2080
4,8,2,2,2048,4,0,2,8,0,0,0,0,0,0,0,#2088
4,8,4,0,2048,4,2,0,8,2,0,0,0,0,0,0,#2092
