794
0,0,0,0,0,0,0,0,2,0,0,4,0,0,0,0,#0
0,0,0,0,0,0,2,0,0,0,2,4,0,0,0,0,#0
0,0,0,0,0,0,0,2,0,0,2,4,0,2,0,0,#0
0,0,0,0,0,0,0,0,0,0,2,2,0,2,2,4,#0
0,0,0,0,0,0,0,2,0,0,0,2,0,2,4,4,#4
4,0,0,0,2,0,0,0,2,0,0,0,2,8,0,0,#12
0,0,0,0,4,0,0,0,2,0,2,0,4,8,0,0,#16
0,2,0,0,4,0,0,0,2,0,0,0,4,8,2,0,#16
0,0,0,2,0,0,0,4,0,2,0,2,0,4,8,2,#16
0,0,0,0,0,0,0,2,0,2,0,4,2,4,8,4,#20
0,0,0,0,2,0,2,0,2,4,0,0,2,4,8,4,#20
0,0,0,0,2,0,0,0,2,0,2,0,4,8,8,4,#32
0,0,0,0,0,0,4,0,4,0,2,0,4,8,8,4,#36
0,0,0,0,0,0,4,2,0,0,2,0,8,8,8,4,#44
0,0,0,0,4,2,2,0,2,0,0,0,16,8,4,0,#60
0,0,0,0,4,0,0,0,2,2,2,2,16,8,4,0,#60
0,0,0,0,4,2,0,0,4,4,0,0,16,8,4,0,#68
0,0,2,0,0,2,0,0,8,4,0,0,16,8,4,0,#76
0,0,0,2,0,0,2,2,0,0,8,4,0,16,8,4,#76
2,0,0,0,4,0,0,2,8,4,0,0,16,8,4,0,#80
2,0,0,0,4,2,0,0,8,4,0,0,16,8,4,2,#80
2,0,0,2,0,0,4,2,0,0,8,4,16,8,4,2,#80
4,0,0,0,4,2,0,2,8,4,0,0,16,8,4,2,#84
0,2,0,4,0,0,4,4,0,0,8,4,16,8,4,2,#88
0,0,0,0,4,0,4,4,0,2,8,8,16,8,4,2,#96
0,2,0,0,8,4,0,0,2,16,0,0,16,8,4,2,#120
0,0,0,2,2,0,8,4,0,0,2,16,16,8,4,2,#120
2,0,0,2,0,0,8,4,2,0,2,16,16,8,4,2,#120
4,0,0,0,8,4,0,2,4,16,0,0,16,8,4,2,#128
0,0,0,4,0,8,4,2,0,2,4,16,16,8,4,2,#128
0,0,2,4,0,8,0,2,0,2,4,16,16,8,8,2,#136
2,4,0,0,8,2,2,0,2,4,16,0,16,16,2,0,#152
2,4,0,0,8,4,0,2,2,4,16,0,32,2,0,0,#188
2,2,0,0,8,4,0,0,2,8,0,0,32,2,16,2,#196
4,0,0,0,8,4,0,0,2,8,0,4,32,2,16,2,#200
4,0,0,2,8,4,0,0,2,8,4,0,32,2,16,2,#200
4,0,0,0,8,4,2,0,2,8,4,0,32,2,16,4,#204
2,0,0,4,0,8,4,2,0,2,8,4,32,2,16,4,#204
0,2,0,0,0,0,4,4,2,8,8,2,32,4,16,8,#216
