1629
0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,4,#0
0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,4,#0
0,0,0,0,2,0,0,0,0,0,0,2,0,0,2,4,#0
0,0,0,0,0,0,0,0,4,0,0,2,2,0,2,4,#0
0,0,0,0,0,0,0,0,0,0,4,2,0,2,4,4,#4
0,0,0,0,2,0,0,0,0,0,4,2,0,0,2,8,#12
2,0,0,0,0,0,0,0,0,0,4,2,2,0,2,8,#12
0,0,0,0,0,0,0,0,0,0,4,2,4,2,2,8,#16
0,0,0,2,0,0,0,0,0,0,4,2,0,4,4,8,#20
0,0,0,0,0,0,2,0,0,0,0,4,0,4,8,8,#32
0,0,0,0,0,0,0,2,0,0,2,4,0,0,4,16,#48
0,0,2,2,0,0,4,4,0,2,0,16,0,0,0,0,#48
0,0,0,0,0,0,0,2,2,0,2,4,0,2,4,16,#48
2,0,0,0,0,0,0,2,0,0,4,4,0,2,4,16,#52
0,2,0,0,0,0,0,2,0,0,0,4,2,2,8,16,#60
0,0,2,2,0,0,0,2,0,0,0,4,0,4,8,16,#64
2,0,0,0,0,0,0,4,0,0,2,4,0,4,8,16,#68
2,0,0,0,0,0,0,0,0,0,2,8,2,4,8,16,#76
0,0,0,0,0,0,0,2,0,0,2,8,4,4,8,16,#80
0,0,0,2,0,0,0,2,0,0,2,8,0,8,8,16,#88
0,2,0,0,0,0,0,4,0,0,2,8,0,8,8,16,#92
0,0,2,0,0,0,0,4,0,2,2,8,0,8,8,16,#92
0,0,0,2,0,0,0,4,0,2,4,8,0,8,8,16,#96
2,0,0,2,0,0,0,4,0,2,4,8,0,0,16,16,#112
0,0,0,2,0,0,0,4,0,2,4,8,2,2,16,16,#112
0,0,0,2,0,0,0,4,2,0,4,8,2,4,16,16,#116
0,2,0,2,0,0,0,4,0,2,4,8,0,2,4,32,#148
0,0,0,2,0,0,0,4,0,2,0,8,2,4,8,32,#160
0,0,0,2,0,0,0,4,0,2,2,8,2,4,8,32,#160
0,0,0,2,0,0,2,4,0,0,4,8,2,4,8,32,#164
2,4,2,2,0,0,4,4,2,0,8,8,0,0,0,32,#164
4,2,4,4,0,0,0,8,0,0,2,16,0,0,0,32,#192
0,2,0,4,0,0,0,8,0,0,4,16,4,2,2,32,#192
2,0,0,4,0,0,0,8,0,0,4,16,4,4,2,32,#196
0,2,2,4,0,0,0,8,0,0,4,16,0,8,2,32,#204
0,2,2,4,0,8,4,8,2,0,2,16,0,0,0,32,#204
0,0,4,4,0,8,4,8,0,2,4,16,0,0,0,32,#212
0,8,8,4,0,2,4,8,0,0,2,16,0,0,0,32,#220
0,0,2,4,0,0,8,8,0,8,4,16,0,2,2,32,#220
0,2,2,4,0,0,0,16,0,8,4,16,0,0,4,32,#240
0,0,0,0,2,0,0,4,0,2,2,32,0,8,8,32,#280
0,0,0,0,2,0,0,0,0,2,2,4,2,8,8,64,#344
0,0,0,0,0,0,0,2,0,2,2,4,4,8,8,64,#348
0,2,0,0,0,0,0,2,0,0,4,4,0,4,16,64,#368
0,0,0,2,0,0,0,2,2,0,0,8,0,4,16,64,#376
2,0,0,0,0,0,0,4,0,0,0,8,2,4,16,64,#380
0,0,0,0,0,0,0,4,0,2,0,8,4,4,16,64,#384
0,0,0,0,0,0,0,4,0,2,2,8,0,8,16,64,#392
0,0,0,0,0,0,2,4,0,0,4,8,0,8,16,64,#396
0,0,0,0,2,4,0,0,4,8,2,0,8,16,64,0,#396
2,0,0,0,0,0,2,4,0,4,8,2,0,8,16,64,#396
0,0,2,0,0,0,2,4,0,4,8,2,2,8,16,64,#396
0,0,0,2,0,0,4,4,0,4,8,2,2,8,16,64,#400
0,0,0,2,0,0,0,8,2,4,8,2,2,8,16,64,#408
0,0,2,2,0,0,0,8,0,4,8,2,4,8,16,64,#412
4,2,0,0,8,0,0,0,4,8,2,0,4,8,16,64,#416
0,0,2,0,4,0,0,0,8,2,2,0,8,16,16,64,#440
0,2,0,0,0,0,0,0,4,2,4,0,16,16,16,64,#460
0,2,0,2,0,0,0,0,0,4,2,4,0,16,32,64,#492
0,0,2,4,0,0,0,0,0,4,2,4,0,16,32,64,#496
0,0,0,0,0,0,0,2,0,4,4,8,0,16,32,64,#508
0,0,2,0,0,0,0,2,0,0,8,8,0,16,32,64,#516
0,0,0,2,0,0,0,2,0,0,2,16,0,16,32,64,#532
0,0,2,0,0,0,0,4,0,0,2,16,0,16,32,64,#536
2,0,0,0,0,0,0,4,0,0,4,16,0,16,32,64,#540
4,0,0,0,0,0,0,4,0,0,4,16,2,16,32,64,#540
2,0,0,4,0,0,0,4,0,0,4,16,2,16,32,64,#540
0,0,0,0,2,0,0,8,0,0,4,16,4,16,32,64,#552
0,0,2,0,0,0,0,8,2,0,4,16,4,16,32,64,#552
0,0,0,0,0,2,2,8,2,0,4,16,4,16,32,64,#552
0,0,0,0,2,0,2,8,2,2,4,16,4,16,32,64,#552
0,0,0,2,0,0,4,8,0,4,4,16,4,16,32,64,#560
0,2,0,2,0,0,0,8,0,4,8,16,4,16,32,64,#568
0,0,0,2,0,2,2,8,0,4,8,16,4,16,32,64,#568
0,0,0,2,0,2,4,8,0,4,8,16,4,16,32,64,#572
2,0,0,0,2,4,8,0,4,8,16,2,4,16,32,64,#572
0,0,0,2,0,4,8,0,4,8,16,2,8,16,32,64,#584
2,2,0,0,4,8,0,0,4,8,16,2,8,16,32,64,#584
0,0,0,0,2,2,0,2,8,16,16,2,8,16,32,64,#608
0,0,2,0,0,0,0,0,2,2,16,4,16,32,32,64,#660
0,0,0,2,0,2,0,0,0,4,16,4,0,16,64,64,#728
0,0,0,0,0,2,0,2,0,4,16,4,2,16,64,64,#728
0,0,0,0,0,2,0,4,0,4,16,4,0,2,16,128,#860
0,0,0,0,2,2,0,0,0,4,0,8,0,2,32,128,#900
0,0,0,0,0,0,0,4,0,2,4,8,0,2,32,128,#904
0,0,0,0,0,0,0,4,2,0,4,8,0,4,32,128,#908
0,2,0,0,0,0,0,4,0,2,4,8,0,4,32,128,#908
2,0,0,0,0,0,0,4,0,4,4,8,0,4,32,128,#912
0,0,0,2,0,0,0,4,0,0,4,8,2,8,32,128,#920
2,0,0,2,4,0,0,0,4,8,0,0,2,8,32,128,#920
0,0,0,0,2,2,0,0,8,0,0,2,2,16,32,128,#944
0,0,0,2,2,0,0,0,8,2,0,2,2,16,32,128,#944
0,2,0,2,0,0,0,2,0,0,8,4,2,16,32,128,#948
0,2,0,0,0,0,0,4,0,2,8,4,2,16,32,128,#952
0,0,0,2,2,0,0,4,0,2,8,4,2,16,32,128,#952
0,0,0,0,0,0,0,2,2,2,8,8,4,16,32,128,#964
0,0,0,0,0,0,0,2,2,0,4,16,4,16,32,128,#984
0,0,0,0,2,0,0,2,2,4,16,0,4,16,32,128,#984
2,0,0,0,0,0,0,0,4,4,16,2,4,16,32,128,#988
