27
0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,#0
0,0,0,0,2,0,0,0,2,0,0,0,2,0,0,0,#4
0,0,0,0,0,0,0,0,2,0,2,0,4,0,0,0,#4
0,0,0,2,0,0,0,0,2,0,0,0,4,0,2,0,#4
0,0,0,0,0,0,0,0,2,0,0,2,4,0,2,2,#12
0,0,0,0,0,0,2,0,0,0,0,4,0,0,4,4,#20
0,0,2,8,0,0,4,2,0,0,0,0,0,0,0,0,#20
2,8,0,0,4,2,0,0,0,2,0,0,0,0,0,0,#24
2,8,0,0,4,4,0,0,0,0,0,0,0,0,2,0,#24
4,0,0,0,0,0,0,0,2,8,0,0,4,4,2,0,#32
0,0,0,4,0,2,0,0,0,0,2,8,0,0,8,2,#32
4,0,0,0,2,2,0,0,2,8,0,0,8,2,0,0,#36
0,0,0,4,0,0,0,4,0,2,2,8,0,0,8,2,#44
0,0,0,0,2,0,0,8,0,0,2,8,0,2,8,2,#44
0,0,0,0,2,8,0,0,2,8,2,0,2,8,2,0,#68
0,2,0,0,0,0,0,0,2,8,0,0,4,16,4,0,#68
2,0,0,0,0,0,2,0,2,8,0,0,4,16,4,0,#72
4,8,2,0,4,16,4,0,2,0,0,0,0,0,0,0,#72
0,4,8,2,0,4,16,4,2,0,0,2,0,0,0,0,#80
0,0,0,0,0,2,0,2,0,0,8,4,2,8,16,2,#84
0,0,0,0,4,0,2,0,8,4,0,0,2,8,16,2,#84
0,0,2,0,4,0,0,0,8,4,2,0,2,8,16,2,#84
2,4,0,0,4,0,0,0,8,4,2,0,2,8,16,2,#92
2,8,2,2,4,8,16,0,8,0,2,0,2,0,0,0,#108
2,0,0,2,4,0,2,0,8,0,16,0,2,16,2,2,#116
0,2,0,4,0,0,4,2,0,0,8,16,0,2,16,4,#120
0,0,2,4,0,0,4,2,0,0,8,16,0,4,16,4,#120
